Lot Frontage,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,Total Bsmt SF,Central Air,Gr Liv Area,Full Bath,Half Bath,Kitchen Qual,Fireplaces,Garage Finish,Garage Cars,Paved Drive,Wood Deck SF,Open Porch SF,SalePrice,SalePriceLog
62.0,6,1925,1950,0.0,121.0,768.0,Y,1236,2,0,TA,1,Unf,1.0,Y,0,0,127000,11.751950239425476
,6,1920,1950,0.0,0.0,319.0,Y,1406,1,0,Fa,0,,0.0,N,0,144,89500,11.402005077384885
49.0,5,1955,1995,0.0,180.0,825.0,Y,825,1,0,TA,0,RFn,2.0,Y,140,50,125000,11.736077016252437
60.0,6,1920,1998,0.0,0.0,901.0,Y,1198,1,0,TA,0,,0.0,N,0,98,79900,11.288543647320601
60.0,5,1912,1991,0.0,0.0,451.0,Y,759,1,0,TA,0,Unf,2.0,N,40,0,85000,11.350418300109132
60.0,3,1915,1950,0.0,0.0,536.0,N,1344,2,0,TA,0,,0.0,N,42,0,82375,11.319049411336588
60.0,6,1906,1995,0.0,0.0,756.0,Y,1469,1,0,TA,0,Unf,1.0,Y,57,0,135000,11.813037464800539
82.0,5,1947,1993,0.0,0.0,1046.0,N,1054,1,0,TA,0,Unf,1.0,Y,0,60,124000,11.728044909070785
55.0,5,1968,1968,0.0,250.0,952.0,Y,1211,1,0,TA,1,Unf,1.0,Y,0,63,134000,11.80560254159177
115.0,5,1948,1950,0.0,0.0,720.0,Y,1271,2,0,TA,1,Unf,1.0,Y,0,0,135000,11.813037464800539
80.0,4,1959,1959,0.0,0.0,0.0,Y,1588,2,0,TA,1,Fin,2.0,N,0,59,134432,11.808821212646512
62.0,5,1940,1999,0.0,351.0,644.0,Y,1355,2,0,TA,0,,0.0,Y,140,0,127500,11.755879486687116
,5,1963,1963,0.0,784.0,981.0,Y,1075,1,0,Gd,0,Unf,2.0,Y,64,0,148000,11.904974309480181
70.0,5,1965,1965,0.0,906.0,1040.0,Y,1040,1,0,TA,0,Unf,1.0,Y,0,0,129500,11.771443882099637
80.0,6,1978,1978,39.0,528.0,1008.0,Y,1096,1,0,TA,1,Unf,2.0,Y,168,0,157500,11.967187086434018
,5,1966,1966,41.0,0.0,876.0,Y,904,1,0,TA,0,Unf,1.0,Y,0,0,109900,11.60733523953139
68.0,5,1967,2005,0.0,758.0,992.0,Y,992,1,0,Gd,0,RFn,1.0,Y,204,0,145000,11.884495917930655
57.0,5,1967,2003,0.0,702.0,894.0,Y,894,1,0,Gd,0,RFn,2.0,Y,0,0,130000,11.775297421715827
,6,1978,1978,40.0,450.0,450.0,Y,1034,1,0,TA,1,Fin,2.0,Y,311,0,153000,11.938199736300925
,5,1967,1967,340.0,221.0,1073.0,Y,1073,1,0,TA,0,RFn,1.0,Y,0,90,120000,11.695255355062795
,5,1984,1984,0.0,104.0,1060.0,Y,1126,1,0,TA,0,Unf,2.0,Y,178,0,152000,11.931642378754141
60.0,4,1969,1969,0.0,1198.0,1198.0,Y,1258,0,2,TA,0,Unf,2.0,Y,120,0,108959,11.59873612138334
60.0,5,1920,1950,0.0,1300.0,1300.0,Y,1140,1,0,TA,0,Unf,2.0,Y,0,0,95541,11.467321220365207
,5,1959,1959,0.0,288.0,1006.0,Y,1006,1,0,TA,0,,0.0,Y,0,24,80000,11.289794413577894
,5,1966,2006,0.0,0.0,1228.0,Y,1228,1,1,Gd,0,Unf,1.0,Y,0,65,149350,11.914054519303125
94.0,5,1963,2003,0.0,634.0,960.0,Y,960,1,0,Gd,0,Fin,1.0,Y,168,0,144900,11.88380602959621
88.0,6,1956,1956,0.0,776.0,988.0,Y,1188,1,0,TA,1,Unf,2.0,Y,102,89,185000,12.128116509451258
,5,1954,1954,0.0,1064.0,1383.0,Y,1383,1,0,TA,1,Unf,1.0,Y,511,116,165000,12.013706813470414
,6,1960,1975,0.0,429.0,1602.0,Y,1252,1,0,TA,1,RFn,2.0,Y,409,0,235000,12.367345048436391
85.0,5,1958,1987,0.0,0.0,533.0,Y,1601,1,0,TA,0,RFn,1.0,Y,280,34,140000,11.849404844423074
60.0,5,1940,1997,0.0,0.0,672.0,Y,672,1,0,TA,0,Unf,1.0,N,168,0,108000,11.58989576532275
,5,1960,1960,275.0,988.0,988.0,Y,1721,2,0,TA,2,Unf,2.0,Y,50,84,145000,11.884495917930655
63.0,5,1941,1973,0.0,336.0,576.0,Y,1350,1,1,Gd,0,Unf,3.0,N,0,0,152400,11.934270483892945
,5,1970,1970,0.0,704.0,864.0,Y,904,1,0,Gd,0,Unf,3.0,Y,143,0,144000,11.87757552297847
,6,1996,1997,0.0,1003.0,1291.0,Y,1291,1,0,Gd,1,Unf,2.0,Y,307,0,173000,12.06105265381003
83.0,7,1977,1977,299.0,392.0,1160.0,Y,2022,2,1,TA,1,Fin,2.0,Y,288,117,192000,12.165255859329688
82.0,7,1979,1979,0.0,599.0,1524.0,Y,1524,2,0,TA,2,Fin,2.0,Y,140,0,245000,12.409017571151187
73.0,7,1954,2005,0.0,226.0,1385.0,Y,1363,1,0,TA,2,Unf,2.0,Y,81,0,241500,12.394628892852941
,4,1954,1994,0.0,1116.0,1364.0,Y,1663,1,0,Gd,2,Fin,2.0,Y,224,137,256000,12.45293662970407
124.0,6,1959,2006,84.0,719.0,1019.0,Y,1357,1,0,Ex,1,RFn,1.0,Y,0,0,177000,12.083910661257521
50.0,7,1948,1950,0.0,0.0,570.0,Y,1079,1,0,TA,1,Unf,1.0,Y,135,0,125600,11.74086549476798
85.0,6,1953,1953,216.0,500.0,1094.0,Y,1094,1,0,TA,2,RFn,2.0,Y,0,0,155000,11.951186847493476
75.0,6,1908,1997,0.0,0.0,907.0,Y,2358,3,0,TA,1,Unf,2.0,Y,486,40,240000,12.388398368982115
85.0,5,1940,2007,0.0,1035.0,1580.0,Y,1518,1,0,Fa,2,,0.0,Y,0,39,260000,12.468440756144114
66.0,6,1918,1950,0.0,0.0,1163.0,Y,1674,2,0,TA,1,Fin,2.0,N,72,36,185000,12.128116509451258
120.0,6,1935,1986,0.0,626.0,1127.0,Y,2108,2,0,Gd,2,Unf,2.0,Y,0,0,235000,12.367345048436391
68.0,5,1956,1956,0.0,870.0,1509.0,Y,1509,1,0,Gd,1,Unf,1.0,Y,158,0,159900,11.982310152711182
50.0,5,1975,1975,0.0,864.0,864.0,N,864,1,0,TA,0,,0.0,Y,0,0,99600,11.50892748368293
50.0,6,1962,2001,216.0,324.0,621.0,Y,1269,1,1,TA,0,Unf,1.0,Y,0,236,134500,11.80932691294063
50.0,5,1900,1950,0.0,241.0,861.0,Y,1367,1,0,TA,0,Unf,1.0,Y,0,130,119000,11.686887175419702
70.0,5,1910,1991,0.0,969.0,1117.0,Y,1347,1,0,TA,0,,0.0,N,85,0,107500,11.58525542883217
68.0,5,1950,1950,0.0,1040.0,1164.0,N,1164,1,0,TA,0,Unf,1.0,Y,0,48,125000,11.736077016252437
60.0,6,1924,1950,0.0,0.0,572.0,N,1096,1,0,TA,0,,0.0,N,0,8,79000,11.277215789596893
60.0,5,1941,1950,0.0,236.0,616.0,N,1111,1,0,TA,0,Unf,1.0,Y,48,0,95000,11.461642696843066
86.0,7,1990,1990,99.0,1085.0,1475.0,Y,2329,2,1,Gd,1,Unf,2.0,Y,192,121,262280,12.47717172708952
,6,1995,2002,190.0,779.0,1077.0,Y,2814,2,1,Gd,1,Fin,2.0,Y,48,32,260000,12.468440756144114
80.0,7,1994,1994,251.0,1271.0,1602.0,Y,1626,2,1,Gd,1,RFn,2.0,Y,424,40,226500,12.330504638906516
,7,1993,1994,0.0,355.0,812.0,Y,2200,2,1,Gd,1,RFn,2.0,Y,168,98,225000,12.323860125621126
85.0,7,1996,1996,0.0,0.0,672.0,Y,2037,2,1,Gd,1,Fin,2.0,Y,100,33,229000,12.34148164933907
65.0,7,2007,2007,0.0,0.0,628.0,Y,1356,2,1,Gd,1,Fin,2.0,Y,100,24,177439,12.086387802584195
65.0,8,2007,2007,156.0,0.0,1615.0,Y,1615,2,0,Gd,1,RFn,3.0,Y,168,30,248500,12.423202148655593
91.0,9,2008,2008,554.0,2085.0,2271.0,Y,2276,2,0,Ex,2,RFn,3.0,Y,0,0,475000,13.07107218827772
91.0,9,2008,2008,402.0,1153.0,1751.0,Y,1766,2,1,Ex,2,Fin,3.0,Y,216,36,395039,12.886742304579007
59.0,7,1993,1993,0.0,50.0,1080.0,Y,2097,2,1,Gd,1,Unf,3.0,Y,196,187,228000,12.337105293891872
,8,1995,1995,302.0,770.0,1401.0,Y,1511,2,0,Gd,1,Fin,3.0,Y,168,42,225000,12.323860125621126
,6,1966,1966,0.0,262.0,1182.0,Y,1643,2,0,TA,1,Unf,2.0,Y,339,0,195000,12.180759965737863
79.0,6,1997,1997,0.0,462.0,616.0,Y,1688,2,1,Gd,0,RFn,2.0,Y,403,114,200000,12.206077645517674
65.0,5,1994,1994,0.0,722.0,990.0,Y,990,1,0,TA,0,Unf,2.0,Y,168,0,155000,11.951186847493476
75.0,5,1995,2006,0.0,0.0,1099.0,Y,1099,1,1,Gd,0,Unf,1.0,Y,278,0,144000,11.87757552297847
57.0,5,1994,1995,0.0,686.0,990.0,Y,990,1,0,TA,0,Unf,2.0,Y,0,0,145000,11.884495917930655
,7,1997,1998,150.0,1308.0,1418.0,Y,1418,2,0,Gd,1,RFn,2.0,Y,208,110,226001,12.328299127772787
,6,1997,1997,128.0,688.0,864.0,Y,1771,2,1,Gd,0,RFn,2.0,Y,0,96,215700,12.281648468435115
68.0,7,2000,2000,120.0,527.0,782.0,Y,1652,2,1,Gd,0,RFn,2.0,Y,0,70,207500,12.242891437918386
68.0,7,1999,1999,158.0,633.0,873.0,Y,1790,2,1,Gd,0,RFn,2.0,Y,0,88,193000,12.170450649220749
57.0,7,1998,1999,0.0,0.0,880.0,Y,1724,2,1,Gd,0,Fin,2.0,Y,120,155,188000,12.144202560946876
93.0,7,1999,2000,125.0,0.0,1468.0,Y,1479,2,0,Gd,0,RFn,2.0,Y,120,25,191000,12.160033942617156
88.0,7,2002,2002,99.0,922.0,1494.0,Y,1494,2,0,Gd,1,RFn,2.0,Y,192,36,221000,12.30592250537653
80.0,7,2001,2001,172.0,361.0,963.0,Y,1792,2,1,Gd,1,RFn,2.0,Y,0,96,231500,12.352339472153524
75.0,7,2000,2001,0.0,663.0,928.0,Y,1823,2,1,Gd,0,RFn,2.0,Y,192,36,235000,12.367345048436391
68.0,7,2001,2002,162.0,486.0,920.0,Y,1786,2,1,Gd,1,RFn,2.0,Y,0,42,223500,12.317171167298682
,5,1975,1980,0.0,280.0,938.0,Y,938,1,0,TA,0,Unf,1.0,Y,145,0,130250,11.777218637129327
65.0,5,1977,1977,220.0,595.0,985.0,Y,985,2,0,TA,0,Unf,1.0,Y,210,0,149900,11.917730355182513
,5,1978,1978,180.0,781.0,864.0,Y,1174,1,0,TA,0,Unf,2.0,Y,211,0,158000,11.970356641102999
,6,1978,1978,0.0,505.0,940.0,Y,1026,1,0,TA,0,Unf,2.0,Y,0,0,147000,11.898194668458823
,5,1975,1975,176.0,294.0,1076.0,Y,1076,1,1,TA,1,Unf,2.0,Y,0,0,143195,11.871969600157657
40.0,5,1975,2001,0.0,88.0,864.0,Y,1558,2,0,TA,0,Fin,2.0,Y,140,0,163000,12.001511614739405
88.0,5,1975,1975,0.0,0.0,924.0,Y,924,1,0,TA,0,Unf,1.0,Y,0,0,110000,11.608244735642321
60.0,5,1972,1972,0.0,390.0,864.0,Y,864,1,0,TA,0,Unf,1.0,Y,0,0,127000,11.751950239425476
60.0,5,1972,1972,0.0,632.0,780.0,Y,780,1,0,TA,0,Unf,1.0,Y,196,0,124900,11.735276702486741
75.0,8,2002,2002,281.0,0.0,1777.0,Y,1795,2,0,Gd,1,RFn,2.0,Y,171,159,230000,12.345838935721968
75.0,8,2002,2002,,804.0,1128.0,Y,2031,2,1,Gd,1,RFn,2.0,Y,0,211,237000,12.37581963951765
,7,2000,2000,0.0,735.0,992.0,Y,1865,2,1,Gd,1,RFn,3.0,Y,0,184,235000,12.367345048436391
,7,2001,2001,227.0,0.0,1257.0,Y,2161,2,1,Gd,1,RFn,2.0,Y,0,84,230500,12.348010479804223
73.0,8,1999,2000,320.0,668.0,1004.0,Y,1852,2,1,Gd,2,Fin,3.0,Y,224,106,230000,12.345838935721968
75.0,7,1998,1999,202.0,252.0,1153.0,Y,2031,2,1,Gd,1,Fin,2.0,Y,192,84,222500,12.312686874960354
,8,2001,2002,396.0,0.0,1055.0,Y,2263,2,1,Gd,1,Fin,2.0,Y,0,45,287000,12.567240979056246
,9,2001,2002,134.0,1194.0,1357.0,Y,1947,2,1,Gd,1,Fin,3.0,Y,168,116,274000,12.520887034998584
,8,2002,2003,240.0,1538.0,1778.0,Y,1786,2,0,Gd,1,RFn,3.0,Y,182,35,300000,12.611541086966115
,8,2002,2002,0.0,0.0,1128.0,Y,2290,2,1,Gd,1,Unf,2.0,Y,0,0,255900,12.45254592991672
65.0,7,2003,2003,252.0,550.0,884.0,Y,1768,2,1,Gd,0,RFn,2.0,Y,0,63,224900,12.323415584358154
41.0,7,2003,2003,0.0,0.0,1129.0,Y,2327,2,1,Gd,1,RFn,2.0,Y,0,57,240000,12.388398368982115
72.0,7,2003,2003,0.0,0.0,798.0,Y,1640,2,1,Gd,0,RFn,2.0,Y,0,45,183000,12.117246896289503
96.0,8,1999,2000,192.0,0.0,850.0,Y,1764,2,1,Gd,1,Unf,2.0,Y,120,29,207000,12.240478903153711
70.0,7,1994,1995,0.0,642.0,915.0,Y,1908,2,1,Gd,1,Unf,2.0,Y,144,133,210000,12.25486757159303
37.0,6,2003,2003,170.0,686.0,848.0,Y,848,1,0,Gd,0,Fin,2.0,Y,140,0,136500,11.824087219587643
,6,2004,2004,205.0,662.0,848.0,Y,848,1,0,Gd,0,RFn,2.0,Y,140,0,145000,11.884495917930655
75.0,6,1997,1998,215.0,994.0,1478.0,Y,1493,2,0,Gd,1,Fin,2.0,Y,140,39,208900,12.249615734512616
83.0,6,1997,1998,0.0,1593.0,1838.0,Y,1838,2,0,TA,0,Unf,3.0,Y,160,67,185000,12.128116509451258
70.0,7,2002,2003,113.0,810.0,1536.0,Y,1536,2,0,Gd,0,RFn,2.0,Y,192,74,214000,12.273735966890268
65.0,7,2003,2003,196.0,706.0,856.0,Y,1710,2,1,Gd,0,RFn,2.0,Y,0,61,208500,12.24769911637256
75.0,7,2004,2004,50.0,24.0,1445.0,Y,1445,2,0,Gd,0,Unf,2.0,Y,0,35,186500,12.136191879981927
65.0,7,2004,2004,266.0,946.0,1436.0,Y,1436,2,0,Gd,0,Unf,2.0,Y,139,98,210000,12.25486757159303
64.0,7,2004,2004,0.0,490.0,770.0,Y,1582,2,1,Gd,0,RFn,2.0,Y,0,45,185900,12.132969552931216
85.0,8,2007,2007,0.0,0.0,1234.0,Y,1234,2,0,Gd,0,RFn,2.0,Y,0,30,179900,12.100161978566867
85.0,7,2007,2007,212.0,56.0,1564.0,Y,1564,2,0,Gd,0,RFn,3.0,Y,0,24,218836,12.296082439438212
74.0,7,2007,2007,0.0,24.0,1351.0,Y,1361,2,0,Gd,0,RFn,2.0,Y,0,50,193000,12.170450649220749
63.0,7,2005,2005,0.0,648.0,728.0,Y,1456,2,1,Gd,1,Fin,2.0,Y,36,18,189000,12.149507585033072
,6,2004,2004,147.0,697.0,848.0,Y,848,1,0,Gd,1,RFn,2.0,Y,149,0,149300,11.913719681428494
,6,2004,2004,147.0,697.0,848.0,Y,848,1,0,Gd,1,RFn,2.0,Y,149,0,141000,11.856522261533737
,6,2004,2004,205.0,662.0,848.0,Y,848,1,0,Gd,1,RFn,2.0,Y,149,0,149000,11.91170829631447
,6,2004,2004,169.0,662.0,848.0,Y,848,1,0,Gd,1,Fin,2.0,Y,140,0,144500,11.881041706925902
67.0,5,1910,1950,0.0,0.0,796.0,Y,796,1,0,TA,0,,0.0,P,328,0,85000,11.350418300109132
67.0,5,1900,2003,0.0,1084.0,1272.0,Y,2200,2,2,TA,0,,0.0,N,0,70,145900,11.890683588496984
75.0,5,1966,1966,0.0,609.0,1092.0,Y,1092,1,0,TA,0,Unf,1.0,Y,259,0,123000,11.719947764402807
75.0,5,1965,1965,0.0,830.0,1256.0,Y,1256,1,1,TA,0,Fin,1.0,Y,736,68,147500,11.901590234400047
64.0,5,1976,1976,222.0,456.0,456.0,Y,1033,1,0,TA,0,RFn,2.0,Y,224,0,165000,12.013706813470414
65.0,6,1976,1976,84.0,1033.0,1127.0,Y,1127,1,1,TA,1,Unf,2.0,Y,0,0,135000,11.813037464800539
63.0,5,1940,1969,0.0,290.0,996.0,Y,996,1,0,TA,1,,0.0,Y,144,0,108000,11.58989576532275
90.0,4,1972,1972,0.0,920.0,1138.0,Y,1181,2,0,TA,0,RFn,2.0,Y,0,0,137500,11.83138646878959
60.0,7,2003,2004,92.0,0.0,746.0,Y,1656,2,1,Gd,1,Fin,2.0,Y,178,128,165400,12.016128107502665
,6,1977,1977,0.0,368.0,1029.0,Y,1117,1,0,TA,1,RFn,2.0,Y,292,0,147000,11.898194668458823
72.0,6,1976,2001,0.0,288.0,684.0,Y,1398,1,1,TA,1,Fin,2.0,Y,0,0,160500,11.986055452062393
60.0,4,2005,2005,0.0,1024.0,1132.0,Y,1132,1,1,Gd,0,Fin,2.0,Y,252,64,176000,12.07824495582233
123.0,5,1959,1996,0.0,0.0,0.0,Y,3820,3,1,Ex,2,Unf,2.0,Y,0,372,284700,12.559194785729225
313.0,10,2008,2008,796.0,5644.0,6110.0,Y,5642,2,1,Ex,3,Fin,2.0,Y,214,292,160000,11.982935344196433
35.0,6,2005,2005,80.0,459.0,547.0,Y,1072,1,0,TA,0,RFn,2.0,Y,0,28,148000,11.904974309480181
65.0,4,1955,1955,0.0,0.0,0.0,N,1152,2,0,Fa,0,,0.0,N,0,0,82000,11.314486721293981
65.0,4,1955,1955,0.0,0.0,0.0,N,1152,2,0,TA,0,,0.0,N,0,0,82000,11.314486721293981
92.0,4,1955,1955,270.0,133.0,1440.0,N,1440,2,0,Fa,0,,0.0,Y,0,0,118000,11.678448377988165
74.0,4,1955,1955,58.0,0.0,0.0,N,1152,2,0,TA,0,,0.0,N,0,0,82500,11.320565693461432
56.0,4,1955,1955,0.0,784.0,784.0,N,784,1,0,TA,0,,0.0,Y,112,0,91900,11.428467189677395
60.0,5,1938,2007,0.0,0.0,585.0,Y,1053,1,1,Ex,0,,0.0,N,42,0,120000,11.695255355062795
57.0,5,1947,1993,0.0,0.0,0.0,Y,1137,1,1,TA,0,,0.0,Y,0,0,96000,11.472113887062386
68.0,4,1953,1953,115.0,767.0,911.0,Y,930,1,0,TA,0,RFn,1.0,Y,134,0,99000,11.502885230075814
70.0,5,1946,1995,0.0,352.0,768.0,Y,1200,1,0,TA,0,Unf,1.0,Y,0,0,130500,11.779136168550774
60.0,4,1954,1972,0.0,0.0,941.0,Y,1470,2,0,TA,0,Unf,1.0,Y,0,0,135000,11.813037464800539
59.0,5,1955,1955,0.0,0.0,816.0,Y,1393,1,1,TA,0,Unf,1.0,Y,121,0,135500,11.816734299348461
62.0,4,1954,1954,0.0,0.0,416.0,Y,1204,1,0,TA,0,Unf,1.0,Y,0,0,100000,11.51293546492023
67.0,4,1923,2008,0.0,224.0,949.0,Y,1292,1,1,Gd,0,Unf,1.0,N,0,0,108000,11.58989576532275
67.0,5,1925,1950,0.0,468.0,864.0,N,864,1,0,TA,0,,0.0,Y,0,0,98000,11.49273296168228
45.0,3,1914,1950,0.0,41.0,864.0,N,864,1,0,TA,0,,0.0,N,0,0,67000,11.112462823634855
55.0,5,1912,2000,0.0,210.0,780.0,N,1716,2,0,Fa,0,,0.0,N,0,184,135900,11.819681958463892
,6,1925,1950,0.0,156.0,672.0,N,1482,2,0,Fa,0,Unf,1.0,P,0,0,140000,11.849404844423074
60.0,5,1939,1997,0.0,378.0,720.0,Y,2192,2,1,Gd,1,Unf,1.0,Y,262,24,179500,12.097936057925594
60.0,6,1925,1950,0.0,423.0,1181.0,Y,1694,2,0,TA,1,Unf,2.0,Y,342,0,136500,11.824087219587643
60.0,7,1921,1950,174.0,0.0,1228.0,Y,1424,2,0,TA,1,Unf,1.0,Y,0,0,168000,12.031725210748633
55.0,5,1911,1950,0.0,0.0,940.0,N,1964,1,1,TA,0,,0.0,N,0,192,130000,11.775297421715827
51.0,5,1921,1998,0.0,0.0,612.0,Y,2601,3,1,TA,0,RFn,2.0,Y,183,0,189000,12.149507585033072
64.0,6,1930,1950,0.0,281.0,960.0,Y,1920,2,2,TA,2,Unf,2.0,Y,248,0,161900,11.994740316298905
66.0,6,1926,1950,0.0,379.0,644.0,Y,1316,1,0,TA,1,Unf,1.0,P,0,0,145000,11.884495917930655
79.0,6,1922,1994,0.0,0.0,588.0,Y,2555,2,0,TA,1,Fin,2.0,Y,431,0,191000,12.160033942617156
63.0,6,1915,1976,0.0,0.0,840.0,Y,1680,2,0,TA,0,Unf,1.0,Y,0,0,177000,12.083910661257521
63.0,6,1914,1995,0.0,0.0,676.0,Y,1264,1,0,TA,0,Unf,2.0,Y,424,0,147500,11.901590234400047
52.0,6,1930,1950,0.0,384.0,768.0,N,790,1,0,TA,0,Unf,1.0,Y,0,141,91000,11.418625774449598
54.0,8,1925,1997,0.0,406.0,798.0,Y,1512,2,0,Gd,1,Unf,1.0,P,85,16,231000,12.35017731849889
51.0,6,1936,1950,0.0,0.0,1064.0,Y,1639,1,0,TA,0,Unf,1.0,Y,0,0,115000,11.652696102959753
,6,1923,1950,0.0,0.0,784.0,Y,1603,1,0,TA,1,Unf,2.0,Y,0,217,138000,11.835016210489899
60.0,7,1931,2000,0.0,0.0,776.0,Y,1502,1,1,TA,1,RFn,1.0,P,0,0,149000,11.91170829631447
74.0,6,1934,1995,0.0,326.0,715.0,Y,1660,1,1,TA,1,Unf,1.0,Y,0,0,188700,12.147919030759663
,5,1937,1995,0.0,606.0,942.0,Y,1938,2,0,Gd,1,Unf,1.0,Y,0,40,198000,12.19602736016897
,5,1938,1950,0.0,0.0,884.0,Y,1374,1,0,TA,0,Unf,1.0,Y,64,0,110000,11.608244735642321
79.0,6,1951,1951,88.0,500.0,1091.0,N,1091,1,0,TA,1,Fin,1.0,Y,66,105,104000,11.552155793461898
100.0,8,1935,1950,40.0,210.0,608.0,Y,1873,1,1,TA,2,Fin,2.0,Y,0,0,257076,12.457130929897918
,8,1935,1997,632.0,192.0,728.0,Y,3447,3,1,Gd,2,Unf,3.0,Y,314,12,381000,12.850557278777309
,7,1939,2006,312.0,341.0,798.0,Y,1954,1,1,Gd,2,Unf,2.0,Y,0,119,311500,12.649157827477366
70.0,7,1950,2000,0.0,435.0,832.0,Y,2161,2,1,Gd,2,Fin,2.0,Y,0,96,263400,12.481432864791325
56.0,5,1956,1956,0.0,1116.0,1898.0,Y,1898,2,1,TA,2,Unf,2.0,Y,0,51,236500,12.373707715234994
,6,1954,2006,72.0,728.0,1296.0,Y,1640,1,0,Gd,1,Unf,2.0,Y,108,0,224000,12.319405795112926
24.0,6,1980,1980,0.0,366.0,516.0,Y,1032,1,0,TA,1,Unf,2.0,Y,213,0,116500,11.665655135642039
24.0,6,1980,1980,0.0,81.0,716.0,Y,1556,2,1,TA,1,Fin,2.0,Y,161,0,151000,11.92504173829169
50.0,6,1926,1998,0.0,299.0,894.0,Y,919,1,0,TA,0,Unf,1.0,P,0,0,126000,11.744045122410057
60.0,6,1940,2006,0.0,0.0,720.0,Y,1090,1,0,TA,0,Unf,1.0,Y,0,0,120000,11.695255355062795
40.0,4,1922,1950,0.0,0.0,796.0,N,796,1,0,TA,0,,0.0,N,0,0,55000,10.915106645867503
,6,1930,2007,0.0,538.0,816.0,Y,816,1,0,TA,0,Unf,1.0,Y,0,0,120500,11.699413330633599
71.0,5,1940,1955,0.0,403.0,740.0,Y,778,1,0,TA,1,Fin,1.0,Y,0,25,120500,11.699413330633599
58.0,5,1930,1950,0.0,0.0,780.0,Y,1200,1,0,TA,0,,0.0,Y,0,0,119000,11.686887175419702
75.0,5,1967,1967,0.0,257.0,624.0,Y,1656,1,1,TA,1,Unf,1.0,Y,0,180,126000,11.744045122410057
60.0,5,1930,1995,0.0,0.0,520.0,Y,912,1,0,TA,0,RFn,1.0,Y,0,90,99500,11.507922973347437
75.0,5,1958,1958,162.0,330.0,1151.0,Y,1955,2,0,TA,0,Fin,1.0,Y,0,0,165500,12.016732516077072
80.0,1,1952,1952,0.0,0.0,0.0,N,733,1,0,Fa,0,Unf,2.0,N,0,0,13100,9.48044384215367
60.0,4,1895,1950,0.0,0.0,173.0,N,1361,1,0,TA,0,Unf,1.0,Y,0,123,89000,11.39640288460621
50.0,4,1920,1950,0.0,0.0,649.0,N,1317,1,0,TA,0,Unf,1.0,N,0,54,40000,10.596659732783579
52.0,4,1910,2000,0.0,0.0,356.0,N,1049,1,0,TA,0,Unf,1.0,N,0,0,80900,11.300981463909618
120.0,3,1935,1950,0.0,0.0,894.0,Y,894,1,0,TA,0,RFn,3.0,Y,0,20,81000,11.302216779257382
60.0,4,1920,1950,0.0,0.0,592.0,Y,864,1,1,Fa,0,Unf,1.0,N,0,30,65000,11.082157933374816
64.0,8,2008,2008,186.0,1480.0,1600.0,Y,1652,2,0,Gd,1,Fin,2.0,Y,162,53,392500,12.880294363972055
44.0,8,2007,2008,186.0,1476.0,1596.0,Y,1648,2,0,Ex,1,Fin,2.0,Y,162,53,294464,12.592915429510244
44.0,7,2004,2005,174.0,1474.0,1594.0,Y,1646,2,0,Ex,1,Fin,2.0,Y,128,53,250000,12.429220196836383
44.0,8,2004,2005,174.0,1373.0,1594.0,Y,1646,2,0,Gd,1,Fin,2.0,Y,128,53,275000,12.524530013005734
,7,1996,1997,668.0,700.0,1840.0,Y,2032,3,0,Gd,0,Fin,3.0,Y,0,46,300000,12.611541086966115
,8,2002,2002,148.0,1218.0,1568.0,Y,1689,2,0,Gd,2,RFn,3.0,Y,150,59,271000,12.509877789891931
,7,1996,1997,0.0,0.0,910.0,Y,1820,2,1,Gd,1,Unf,3.0,Y,318,32,213000,12.269052139516223
76.0,6,1977,1977,0.0,522.0,1096.0,Y,1118,1,0,TA,1,Fin,1.0,Y,203,0,171000,12.049424683420915
75.0,6,1977,1977,0.0,641.0,1196.0,Y,1279,2,0,TA,2,Unf,2.0,Y,238,83,171500,12.052344376474922
76.0,5,1976,1976,0.0,0.0,0.0,Y,1872,2,2,TA,0,Unf,2.0,Y,0,0,100000,11.51293546492023
74.0,4,1991,1991,0.0,1383.0,1680.0,Y,1689,2,0,TA,1,Unf,2.0,Y,428,120,228500,12.339295865674435
,5,1965,1965,0.0,1249.0,1499.0,Y,1786,2,0,TA,2,Fin,2.0,Y,670,0,228950,12.34126328584159
42.0,7,1986,1986,340.0,893.0,1277.0,Y,1501,2,0,Gd,1,Fin,2.0,Y,240,0,241500,12.394628892852941
,8,1976,1976,0.0,1165.0,1565.0,Y,2898,2,0,Gd,1,Fin,2.0,Y,0,72,287000,12.567240979056246
74.0,8,2006,2007,258.0,1036.0,1518.0,Y,1537,2,0,Gd,0,Fin,3.0,Y,0,26,294000,12.591338447675579
71.0,8,2007,2008,338.0,1513.0,1638.0,Y,1646,2,0,Gd,1,RFn,3.0,Y,192,44,293077,12.588194064175278
107.0,8,2007,2007,0.0,770.0,920.0,Y,1780,2,1,Gd,1,Fin,2.0,Y,0,192,264966,12.48736056891218
73.0,5,2006,2007,0.0,0.0,352.0,Y,1442,2,1,TA,0,Fin,2.0,Y,100,0,172500,12.058158312538197
73.0,5,2006,2007,0.0,0.0,384.0,Y,1394,2,1,Gd,0,Fin,2.0,Y,100,0,167500,12.02874460037869
